VideoID,label
1171,d7c8 e3f4 c8b7 g7e5 b7a6 e2g3
1172,f5f8 g5h4 f8h8 c3b2 a7c7
1173,e6f7 h1h2 d8c8 f4d6 c6d4 g6g7 f7f6 c1h1
1174,g1h1 f1a1 h1e1 f2e2 e1d2 e2d2
1175,h6f5 d1d2 f5h6 e2g2
1176,g4c8 f1h3 c1d1 f7g7 h6g6 g7g6 e4f2 g6h7
1177,d2d4 e4f5 c1d2 f8e7 f1e2 d6c6 d4c5 e8f7
1178,f4f2 e1d1 b7e4 g4g7 f2g3 g7f7
1179,e8d7 a2a3 d8f6 f2e3 a8f8 b3d1
1180,b6c7 d8c7 g4b4 a3a1 d5d6 c7b8
1181,d6d4 f1g2 d4g4 f2d2 c8c7 h5h6 g4d4 d2b4
1182,e8f7 d3f1 e3d1 f1g2 c5h5
1183,g6e5 h6f8 g8g6 d2f3 c5d4 f8h6
1184,a6b4 g4h5 h6f8 a1d1 b4c2
1185,b8d7 e5a1 g8h6 d1c1 b6b5 h1g1 a8e8
1186,a8a7 c3b4 h7h6 b6b7 d7e8 b7b8r a7c7 c6d6
1187,a7a2 b5b1 f8g8 b1b8 h4g3 d4c3
1188,e6d5 c5a3 d5c6 a3d6 c6c5 d6b6 c5e3 c8d8 b2b3
1189,d7c7 h3e3 c6c4 g2g4
1190,a8b8 f3f4 c6d4 d5d4 b7d5 e2d1 g6g5
1191,e5e4 f1g2 b8d7 g6g7
1192,f1c4 e7e6 h7f7 e8f7 d2d4 c8a6 e1f1 f8g7 b1d2
1193,e3b6 d6e7 d1c3 e6g6 b6g1 g6d6 h1h2 g8g3 a2e2
1194,g2e4 e7g6 d1b3 h8f8 e4g6 f8g8
1195,c2b2 d6e7 f1g2 e7d8 b2c1 f6g8 c1c2 a7f7 b6d8
1196,c6e5 a3b5 f8c5 b5c7 e8f8 f3g1 b4a2 c7e8
1197,e3d4 h7h8 c5g5 e8f8 b6a5
1198,d1b1 d8c8 g1e2 d3c2 e1f1 d6c5 e2f4 c8b8 g2h3
1199,f6e8 g2g4 d8e7 h1g1 e7f8 g1g3 f4e5 g4g5
1200,g1h1 h2f3 e1f2 f8h6 c1e3 h8f8 h1g1
1201,f6g7 b2c3 d6c5 b3f7 c6c7 h6f5 e7d8 f7g6 c5c6
1202,b6a7 g4g5 f7d5 d2f2 e7h7 h3f1 f5g5 f1h3 h7b7
1203,b3c4 f4g2 b5a6 d8c8 e7e1
1204,b2c2 f7f5 d2d3 h7g6 e2e4 f5b5 d3c4 b5c5
1205,e5f3 b5a4 f2e2 c1e1 f3e1 c6b8 e3f2 f7c4 d8b6
1206,h1b1 h6g7 e8e2 c6b6 b1b2 b6b7
1207,g6h7 f1e2 e7e5 h2h1
1208,h1g1 c7c6 a7c5 a6c8 c3b5 c6a6 b5c7 f8f7
1209,e6e7 g2g3 b3d1 e4e5 a6a5
1210,d4e3 d6f4 a2b3 d5c5 e3d4 e1d1
1211,a2a3 c6c5 d2g5 h6g8 g5e3 a7a6 e1c2
1212,c7c8 c1b2 f8g7 f3f4 a8b8 g1f3 f7g8 b2c3
1213,e7e5 f2f3 g6g7 a1c1 d7c8 c1b1 a7b6 a3c2 b6c5
1214,b4c5 c3d1 f6d8 e8e3 d2c2 b7c6 d8c7 e3d2
1215,a7a6 c2c1 a1a2 f2f1 a2b2 h5g3
1216,b5c3 e5g6 f5f7 g7f7 a3b3 h8f8 e2f1
1217,g4g2 c8b8 g2g1 a7a6 d1f2 h8h6 d4e3
1218,c7b6 e6c8 b6b7 e1g3 e5e6 d1c1 b7b4 c5c6
1219,h2f3 g7f6 b5b7 c4d5 c8b8
1220,f7d5 e5d5 g1g2 c7f7 g2g1
1221,c2e3 b8d7 a5b6 d7b8 b6c7
1222,e3e7 d6c6 e7e8 a8a7 g4f5 c3b4 e8f8 c6c3 f4e3
1223,g7g8 c1g5 g6g7 c3d3 g8h8 d3d2
1224,a2a7 b3c5 h3e6 d1f1 h4h2 g6h4
1225,d7e5 c1a3 e5f7 d3d4 c4d4
1226,e8c6 f6f5 c6d7 e5g7 g1e2 f5g5 d7e8
1227,h8g8 h2h3 f7f5 c1b2 d6f6
1228,f8e7 h1g1 c6d4 h2f1 d4c2 e1d2 e7f6 g1g5
1229,h8h3 c2c4 d6d8 e1f2 e6e5
1230,d2c3 b7c6 f3d1 g8h8 f1g1 e7d7 f2f3 d7d6 g4f4
1231,b6f2 c2b3 h7h6 e1d2 g7h7
1232,h1f1 b8f4 f1f2 h6h7 e1e2 h7h1
1233,e2g4 f8f1 h5h6 g2h1 a4a5 f1e1 e4d3 b8c6
1234,h8g8 h2g2 b5c6 f1e2 a7a6 d1c1 a8b8
1235,c6d4 g4g3 f2g3 e8f7
1236,a3c1 e7g5 d1g4 b8a8 c4e6 f7c7
1237,g5h3 g2g3 c5a3 h7e4 h3f2 e4h7
1238,b2a3 h8g8 c3c4 h6f7 g1h1
1239,a8c8 e4e5 d4b6 a1a3 b6d4 h6h5
1240,a4c4 c7c5 g4g8 d7b8 g8g6
1241,d5d4 g1f3 f4h6 a2a3 e8d7 c4a5
1242,h3f3 f2d1 h4h5 h8f8
1243,a2a3 d7d6 c2c4 b8c6 d1c2 c6b4 c2b3 b4c2 g1f3
1244,b8a8 b3d4 a8a6 d4f3 g8h6
1245,d5b5 f2e1 b7b8 d3c4 f7f8
1246,f6g5 a1a3 f8e7 f3g5 h6g8
1247,h8f8 f4c1 f7e8 c1c5 a8b8 h1h2 d8f6 c5b5
1248,d6b6 a6b6 e2f2 d5d4 f1g2 a2d2
1249,c1d2 f6g4 c2d4 e4d4 f8e8 a1c1 d5e7
1250,h6h8 a6c6 e8f7 a2a4 h8g8 c6b7
1251,
1252,d4b6 h6f5 c4c5 a7b6 d2c3 d8d3 c3d3 f5d6
1253,g6e5 b2a4 e5g6 h3h4 h5e2 e1e2
1254,d8g8 b1a2 g8c8 a2b3 c5f2 b3b4 f2e2
1255,f3d2 c5c4 d2b3 c4b3 b4e1
1256,g7b2 f1f5 b2e5 e2d3 d7d8 d6d7 e5b8
1257,e5a1 e3c3 a8a5 h5h6 e8e4 b4e7
1258,f5g6 c5c6 c7d6 d1e2 g6f5 e1f1
1259,e1d1 f5g4 g2g3 b8d6 c2g2 e8a8 g2c2
1260,b8c6 e1d1 e5g7 h3h4 e7e6 h4h5 d8e8 a3c4 a8a6
1261,a4b3 g5b5 b3c3 h7g6 c3d4 f8d6 e4e5
1262,h8h2 a1a4 g4f6 c3e4 f6h5 c2d3 e7e8
1263,e3e4 c6d8 f2f3 g8g2 e4f4 g2c2 f4h4 c2d2 g1e2
1264,h1e1 c4c3 d2d3 h6f7 e3e4 f2e1n d3e3
1265,c3e4 b4b5 f8f6 c1b1 c6b5 b1b5 g7h6 b5b3
1266,b8d7 d1e1 d4e2 g2g3 h7e7 b2b3 b4b5 f3g4 g8f8
1267,b5d6 e8f8 d6c4 c7d6 d1e2 b7d5
1268,d3c2 d4b3 a3a2 b3d4 a2b2
1269,h4f3 g7e7 f3d2 e7e8 f5e5 h1g2 d2f1
1270,h6g6 b8b7 b5a7 b7c7 e1e2
1271,c3e1 d6e6 c4d5 e6a6 g1h1
1272,a3a4 d7f6 e2d1 a8f8 f4g5 g8g6 d2c1 d3f2
1273,c4b3 f8c5 g1f1 d5e4 b3c4 a8c8 f1a1 h6g5
1274,c1b2 e6f7 g2e3 h3g3 f3f4 g5f4 e4d3 f7a2 f1g2
1275,b7c8 f8e7 c1d2 g8g7 c4c2 e7d6 h1g3 g7h7 d2c1
1276,d3c4 g5h4 h6e3 g4h3 c4f4 e5e4 b5a6
1277,d1b3 d5e3 g2f2 e3f1 b3a2 a8a7
1278,f1e2 d8f6 e2c4 a7b6 h1h2
1279,e1f1 f6d5 f1f2 f7e8 e4d5 e7f8 g1h3
1280,f2g2 d7c8 b1f1 c8d7 g2g1 f5f4 f1d1 h4h3
1281,h7g7 g3g5 f7f4 g5g6 g7h8 a4b4 f4f5 g6e6
1282,c8c7 g3e1 d1e2 b4b7 c7d8 b7g7 e3b6
1283,a3b2 f6g5 d3c1 g5f5 c1a2 f5g5 h8g8 g5h5 f1h2
1284,a7a8 b4d2 b7b8 d2f4 b8c8 f4e3 a8a7 g3g2 a7e7
1285,g6f7 e7d8 h1c1 b6a4 d2a5
1286,g2g3 e6e5 a1a2 c6e6 h1h3 b7c8
1287,f3e2 h5h4 c1d2 g5h6 a3d3 e8d6 b7a6 c4d3
1288,c2a3 c7c5 d3d4 b8g8 g3g6
1289,a3a4 h6d6 e1f1 e7e5 a5b4 d6g6 c3c4
1290,b2c2 b6c5 h8g8 d7d5 c2b1
1291,a7a6 g3g4 g6f6 e4e6 f6g7
1292,d3d2 f7g7 g1e2 b7b3 h1c1 e7d6 c1c6 d6d7
1293,g1g3 d1a1 g3b3 f1b1 d7e6 c2b3 b4c2 a1a7 c2b4
1294,e3b6 e4c6 e8d8 d2d4 b6a5 d1c2 a5b4
1295,c4d5 b8a8 e1c3 a8b8 h1g1 a2b4 f2g3 b8a8 h2h3
1296,f7d5 f4g5 d7d6 c4a3 b6b5 d2d3 d5e5 f6f7
1297,g5f6 d4e2 f1e2 g8d5 f6e5 c7d7 e8g8
1298,h4h5 f3d3 e5f6 d8c7 f6h4 c1d2 h4d4 d3f3
1299,d7e8 d1c1 f7h8 g1g2 d8d7 c1b1 d7d8 g2h1 c5b4
1300,e5e6 b7a7 e6d5 a7a6 e8d6 a6a7
1301,a7a8 h7h8 f8c8 g8h7 a8a7 h8e8 c8c1
1302,b2a2 b8c6 h1h2 c1f4 h2h3 f4h4
1303,d7e6 b2b7 d4a1 g4g5 c6a4
1304,d4c5 g6e4 e1d2 g8h8 f1e2 g7h6 c5d6 e4c4
1305,e1f1 d6d7 d1d5 f6g8 f3h4 d7d5 f5d3 g8f6
1306,d1b3 h5h4 e2e3 h8h6 f1g2
1307,f1g1 h7g7 b2a2 g7g8 e4d6 g8a8 d6f5 d7c7
1308,f5f1 e1e2 f1c1 b7c5 a6a5
1309,h5f3 d6d5 g3g4 d7c5 d2b3 b4b6
1310,d7e7 a6f1 e7d7 d2c3 f6h7 c2e3 d7d8 f1g2
1311,g1e2 g5g4 a1a5 d7f7 a5a4 f7g7 b1c1 d1b3
1312,b2b3 d4d6 d2e2 d6f6 f4f5 g4g3 d3c4
1313,e1d1 b7c6 g3h4 a6b6 e2g3 g7f7 c2c1 b6a6
1314,g6g3 c6f3 b5c7 c8d7 c7d5 h4g4 g1e1 g4g5
1315,c7d8 h6h7 f6f5 g4e5 f5h7 b2a1 b5c3 e5d3
1316,d7e6 g8g5 d3d2 g5b5 e6d7 b5d5 c7d5 a5b5 d7c8
1317,e4f6 e7f6 f1h1 e6d7 g2f2 d6e6 h2h3 d5b4 h1g1
1318,g4h5 c1a2 d7h7 a2c3 h7h6 f8e8
1319,b4c5 g8c8 d1e1 c8c7 h2e2 c7c5 d2b4 c5c6
1320,d6e7 f6f5 b1a1 f2f1b a1a8 e8e7 b2a3 e7d7 a8a6
1321,h8f8 h5h3 c8c7 h3h1 f8e8
1322,c1b3 c2d3 g2h1 d5e3 e7f8 e3f5 f8a3
1323,h6g4 d4c5 g2c6 g3h3 c6a8 h3e3 b2b1b g5g6
1324,c2d1 c5d4 d1e1 d4e3 a2b2 g5h4 b2f2
1325,c2a3 f2g1 h4f3 g1g2 h7h5 g7a7 f3d2 c6e4
1326,g2g8 h4h5 d7c6 h5h6 c6d7 h3h4 b8c8
1327,d1b2 c8d8 d6c5 d3f3 c5b4 f3f1 b3c4
1328,e2f3 a4a3 c5c6 g7h6 e8e6 h6h7 b6b5 a6a8 f4f5
1329,h3g1 b4f8 c3c4 f6g4 d2d4 d8d5 b1c3
1330,b1c3 c6b5 f1c1 a5b6 g1g2 b5a4
1331,c5b4 g7h6 d2e3 f8g6 e3c5 h3f5 c5a7
1332,g2f1 f7f6 a1b1 c8e8 b6d6 e8f8 f3h1
1333,c7c4 d1h1 a6b5 h1a1 e8f7 a1a3 c4c2 a4b5
1334,g3g6 c1e1 e8f7 e1b1 a5b3 f1d3
1335,e3d2 a3b4 c5d6 g2f1 h5h7 e2d1 h7g7
1336,d1d5 a1f1 e7d8 f2e1 d5d4 e6e7 d8e7
1337,d4e2 d6b4 e2f4 d5d4 f1e2 a7a6
1338,a3b4 b5c3 e2d3 c5c4 d3c2
1339,
1340,c3a1 h2h4 e7f6 e3f4 b7f3 e1e7 h7h6
1341,f7g5 f2e2 d8b6 g3h5 e7f5 c3b3 f5h6 f3f4 f8f7
1342,d7d8 b3b4 d5d6 c4b6 b8d7 g2g3 d7b8 b4c5
1343,c6b8 a5b6 b8c6 f4d5 e7e8
1344,b6c7 a4a8 c5c6 a8a1 c1b2
1345,d8b8 e2h5 a7a5 h5f7 e6f7 d4c5 d7e5
1346,d4d3 d6d5 e4e5 g2e1 d3c3 c8b7
1347,b3c2 d6d5 a3a7 g8g7 e4d4
1348,g1g4 b7b5 a1b1 d8c7 f4g5
1349,a1h1 e5c3 b5b7 d5d4
1350,g8f7 d5c4 a1b1 c4d3 c1d2 d3g3
1351,b2e2 d1d3 c3c2 d3d7 c2b1
1352,f1g2 h6f7 c3a3 d6e5 f4e5 f3h4 g2g3 g7h7
1353,g4e3 g2f1 a1c1 f1g2 e7e5 f3e2 c8f5
1354,f4g5 b5c6 d2d4 e5g4 g5e5 c8b8 b1d2 g4e5
1355,c3c4 f6b2 b5c6 b2d4 a4a1 a6c8 h1f1
1356,a3c4 d6c5 f3e5 f7e6 b5b6 e6f6 d3a3 g3g2
1357,b8a7 d7c6 a7a6 e3d2 a6a5 g6g5 h2d2 e4f3
1358,d4d5 a7a6 c4b5 h7h5 f4h2
1359,d8a8 a2b3 g7e8 c7e5 g8f7 e5a1 f4f3 h7f8 f5f4
1360,f7h6 a3a4 g5g1 f1e2 e8d7 a6b8 d7e8
1361,g6h7 g2f1 h4h3 f1g2 f4e6 d5c4 e2e3
1362,c8a6 e2f3 g8e7 f3e2 h8g8
1363,b4b5 a5c3 g2g4 a8b8 b2c3 f7g6
1364,f3b7 f8e7 b1a2 d7d5 a2b3
1365,g7g8 a1c1 c2b3 a2b3 b8d8 c3a5 d8f8 f3g4 e2e1n
1366,b1a1 a4c4 b5c6 b7c6 e7c6 h5h4 c2d1 c4a6 b6b3
1367,f7g8 g3h1 d7e5 a3d6 g8d5 c6d5 a7e3
1368,e8d7 e2f3 g8g5 e3f4 d7d8 f3e3 b8d7 f4e5
1369,a3d3 c1a3 e2e3 f7f6 d3d2 a3c1 e3d3 f6c6 d2b2
1370,d3e2 f3g4 f7g6 a2c2 e2b5
1371,c4d5 a6a5 b5d3 b8d7 a1a2 d7b6 b3b4 d8e8
1372,f7f6 d1d3 f8e7 h3g1 d7b6 b4d2 g8f8 d2h6
1373,c7g7 f6h5 f3h2 c4d6 c8d8 c1c2 g7g6
1374,d8c7 f2f5 d1d3 f5e5 d3b5
1375,h6g5 b6b3 e7e8 c8d7 e8h8 h3h4 f7g6 b3b7
1376,d3e3 b1c3 e3e5 c1d2 d8f7 a1c1 c8b7 h6g4
1377,g7h7 e6f6 f1e2 c6a8 c4c5 g6e8 e2f1
1378,c7c8 a3b1 h7h6 c2e3 c8d8 e3g2
1379,e7f7 e4c6 h6g8 f2e4 c3d3 f1g2 d3c2
1380,a6a5 e6c4 h6f8 d4d8
1381,a2a5 d1f3 g5h6 f3a8 b4b5 d2b3 d8e8
1382,b4a3 f1g2 b7c6 g1a1 c6e8
1383,b1f1 g4f5 a5b3 f5d7 f1c1 d7h3
1384,h1f3 e5e6 f3h1 d2e1 h1g2 d4c2 g2f1 f2f4 f1e2
1385,e6g6 f4e4 d7a4 f1a1 g6g4 e4d5 f8e7
1386,f2d3 f7g6 a4a5 f6f5 b5a3 c8c5 a3c4
1387,c2d1 g5f4 a3b3 g8g6 g4g5 g6f6 d4b2 b8b6
1388,b6b5 d5c6 d6h6 c6a8 h6b6 c8h3 a3b4 a8b7 b6c6
1389,e1f2 g6h5 e4g3 h5h4 b4b8 f8d7 e2f3
1390,e8f7 b7b8n a8b8 h1h3 c8e6 a7b6 e7g6
1391,g7f8 h7h3 b8b7 c7d8 e2d2
1392,d2d3 c4c3 a3c3 g4f2 g2f2 d8e7 c5a6
1393,e7e8 a6a4 h6g7 c4d5 e8f8 g2h2
1394,h3f2 b3d5 g8f7 d5a8 c7c6 h2g1 f4f5
1395,d3d4 f6h7 e2e3 e5d4 e3e2 a8b8 f2e1
1396,e4e5 g7f8 g1e2 c8c7 a2a4 h7h8 a4a5 f7f5 e5e6
1397,a5a6 b2e5 b4c2 h6g8 g1d4 d3e4 f3f2 g8h6 a6a7
1398,f7c7 b8f8 g5f6 a6b5 c7d7 f8e8 f6a6
1399,a7b8 g4f4 d5e3 e1d2 h8h6
1400,c7c5 b2c1 e6e5 h3g4 b4d5 c1d2 d5c3
1401,g2f2 d6e5 h3e6 c5b5 a2a5 b5b1
1402,h8g8 d5d6 a6b4 a2a3 e7d6 a3b4 d6e5 d1e1
1403,c8d7 a6c4 g4h3 g1g3
1404,d8c7 d3d4 c7b7 f2g2 g5g4 g1e2 b8d7 a1e1 f8g7
1405,e7d6 e2d2 h6g5 f2f4 d6b4 f4f5 f6g8 d2f2
1406,e6e5 e1d1 e7f6 a2a3 e8g8 a3a4 d6c5 h1h3
1407,a4a3 e1b1 e5e2 c2c1 e2f2 b1a1
1408,e7h4 e1e2 h4g3 b1d2 a5c6
1409,b1c2 c6b5 a4b5 g4h3 g2h2
1410,a7c6 a1a2 c6e5 a2a1 g6e4
1411,h6h5 e3e1 h5h6 e1a1 b2a4 f6g7 a5b6
1412,f1g2 f6h6 b1c3 a8b8 c3d5 a5a4 d5e7 f5e4
1413,b3a4 b4b3 a4a3 d5d4 e3e2 h6f5 e2f2 f5e3
1414,h4g5 e8d8 a3d6 a8a6 g5h6 b5d3
1415,e8f7 a1a2 b7b6 g1e2 f8e7 e2g3 f7f8 g3h5 c8a6
1416,a6a5 c6d7 a5b4 c8b6 e5h8 b7a6 b4b5 d7e6
1417,e7d7 h2h1 h3h2 h1e1 c3d2 e1e5 d2e1
1418,c3f6 f8g7 d2d3 g8c8 a2a1
1419,
1420,b2e5 h8c8 f4g5 d7e6 e5g7 b3c5
1421,c5c1 d2c1 e4e2 h2h3 b4b3 h3h1
1422,a1c1 e5f4 b2c3 f4e3 g1g2 g7g8 d3d4 e6d7
1423,c5c4 a2a5 a8d5 h5g6 a7a6 g6g7
1424,b2d1 a7f7 d2h6 f7c7 h6c1 c7g7 g2h1 e6e5
1425,d7c8 d2c3 a8a7 g2g3 d6d5 a3b2 c8d8 c3d2
1426,g4f5 d6e5 c1b2 e4g5 f5e4 g2g4 e4d5 a2a4 h2f1
1427,h4h5 f7f6 c3b1 a6b8 b1c3 d7f8
1428,e2h2 h6h4 f1e1 e8f7 h2d2
1429,f2f4 a7a6 g5f7 d8d7 c1b2 e5f4 b2c3 f4g5
1430,e2f3 f4g3 g5g7 h4d4 c3d1 d4b4 d2c1 c8b6 d5c6
1431,b2b3 c7c4 b3b2 c4c3 d2c3 g6e6 d3c5 e6e4 b2a2
1432,e1f1 e7f8 c4c5 h8h6 f3g5 g7g6
1433,g6g5 d7d8r g5f5 d2c1 c4d5 b1b3 h8f6
1434,d2c3 g6f6 h3f4 f6f7 f4e2 d7c6 c4c5
1435,f5f4 b2a3 g8h6 c2e4 e8d8 b5b6
1436,a7a5 g6g7 f6g4 c4c5 h6h5 g7g8q
1437,c7b6 e3f4 b6e3 g3g4 e3g1 h3h7
1438,e8f8 c1d2 e2f4 c2f5 f8g8 c4d6 e7d6
1439,a1e1 g7g6 d3d5 g4h3 g2h3 f3h4 h3h2
1440,c5f8 h3h4 c7c6 e3e4 f6f7
1441,f7f8 h4g3 f8g7 c2c3 d2d8 c4c5
1442,f8f7 d3e1 f3g4 g1h2 f7g6 d7f8 g6g5
1443,g7h6 d2d3 h6h5 a4d1
1444,a2a1b b6c6 a1c3 e2c1 h8e8 c6b6
1445,g4h6 f3h5 e7f6 g1e2 d8b6 a1b1 b6c7
1446,f1g1 g5f4 d1f1 b5b4 b2f6 d6d3 e2f3 e7c6 f1a1
1447,g6g2 h1g2 g8f8 c6b8 b4c3 e1e3
1448,c4b4 c1b2 c8a6 e2e4 b4d4 e4e5
1449,d3e3 f5f4 e3e7 g1h3 e7g7 c8c4 g2h1 c4c2
1450,f6g7 b2a1 e4f3 c2c4 g7d4
1451,g6g5 e1f1 a2b1 b3a3 b6a4
1452,e5c7 c8h3 c3d1 g7h8 c2c3 h3g2 a1c1
1453,b1c3 e4c3 e5e6 f8f7 c1f4 c3a2 f4h2 g4g3 a1a2
1454,f5c5 g7f7 b5b6 b3e3 c5e5 e3e1 b7d5 f7f8 b6a6
1455,b1c3 g4h6 a2c2 h6g4 c3d1 c6g6
1456,c5d4 g4g8 a6a5 g8g4 f6e6
1457,b5b6 g7e5 e3d4 f8g8 a7c8 e7e6 b2a1
1458,e7e6 d1f3 a7d7 d5d6 e3c4 d2c2
1459,c1a1 b5c4 f1c4 a7a5 f7g5 h7g7 c4e6
1460,b6c5 g8b8 g4e5 a5a2 e5d7
1461,d7a7 h1f1 f7g6 f1f2 d6c7 d1f1 b5a6 g2h1 g6f7
1462,f8b4 d8d5 b4c3 f2f4 e5e4 b2a1 c3e1 d5g5
1463,g1e3 d2c2 h6g8 d4e6 g5h4
1464,e3d4 h4f6 b1d2 f6e5 d4c5 d5d4 d2b1 e6f7
1465,f8h6 c8b7 e4e3 b7a6 h3g5 b8a8 e1d1 a6b7
1466,d6c7 b5a6 e6d5 a1h1 c7d8 h2h4 d5b3
1467,g7g8 a4a5 f8g7 f2f4
1468,e1e2 e4d2 c7a6 c4a6 e2f2
1469,d7e7 b1b4 e7e8 f3e4 c2d4 g3g5
1470,a4c5 f7f8 c5e6 d7e6 e2e3 f4f3 c2d1 e6d5 e3e6
1471,d3b3 g2f1 c8d7 d1c1 e7f5 h3f3 b3d3 f1h3
1472,g2g4 h6f7 f6d5 c4b3 a1g1 f7e5
1473,b8b6 h3f4 e7f6 e2f3 b6c6 f4d5
1474,f2e4 h5c5 f6h8 c5a7 b8a7 a3a4 d1d2 c2e1
1475,d7c6 b3b4 c8g4 a4b6 g6g5 d1d2 g4h5 a1c1
1476,h4e1 b1d3 f6g6 d3g3 a6a5 f4e5 g6d6
1477,d6c8 c6e7 c8a7 f5f3 h4h5 f7e6 a7c8
1478,g5e3 f8d6 e3h6 d8c8 a4a5 f6h5
1479,a4c2 d3f5 f6f5 e5d3 c2c6 d3b4 d6e7 a1a2
1480,a6a8 f4e3 d2c4 h3g1 c4b6
1481,d3c1 b5c6 a7a6 c6d6 e6e5 d5f7 e8d8
1482,d4e6 h1h2 a1a5 h2c2 e8d7 c1d2
1483,b4c5 e7e6 f1c4 f6d5 a1a2
1484,d7d6 d2f1 d6e7 h4d4 g6g5 d4h4 c6d6 e2d1
1485,d5d7 c8d7 b4b5 f1e3 d2b3 d7c8
1486,c6a8 b4e7 f2f3 e7d8 f3g4 g8h7 a8b7
1487,d6c5 e1g1 c6f6 b5f1 e5d4
1488,f3f2 c5e4 f2f4 e4g3 d4e3 b7c6 f4d4 c6c5
1489,g6h5 a7a6 h7f6 a6a7 b6b3 a7d7
1490,a8a6 c3d4 f4e4 f1e2
1491,e1d2 h6f8 a6b7 e7g6 d1h1 f8h6 h1f1 a7b7 e3e4
1492,d4f2 h7h5 g2f1 d8c8 g3g4 h8h6
1493,
1494,h8b8 d6d8 b8d8 g6f7 a7a5 e1a5 f6a1 e2e3
1495,d2d4 a7a5 e1d2 h1d5 g6e6 h7h6 d8f7
1496,d3e4 h4e1 f1h1 c8d8 e2e3 b7b6 d1d3
1497,b5c4 e2c4 h1b1 c8a8 b1c1 c4a2 c1c5 d5c3
1498,
1499,c3b3 c6g6 b5b6 h4h3 g2h3 c5d4 c4c5 d7c8
1500,b6e6 b4a5 h8h7 f1c4 f8e7 c4d3 e6e3
1501,a7b8 a4d7 e5c7 d2e2 a5a4 c2a2 c7d6 e2f3
1502,d2c1 b5c3 a6c4 c6b5 c4g8 e3c4 g8e6 c4a3
1503,d1c2 c6a5 c7c6 f2e1 f8e7 h8e5 c2h7
1504,f7e6 c4e5 c3e2 c6a5 h8h6 c2c3 h6h5
1505,e4g5 c3d2 b1f1 h7f6 g5e4 f6g4
1506,a2a4 d5d4 a4a2 e8e7 h4g5 h6a6 c2b3 f7g6
1507,b2a2 f5h5 d7e6 h5a5 e6h3 g7g6 h3f1 b8b7
1508,b3b5 g8f7 e8d7 d5g2 d7c8 f7d5 b5b3 h1g1
1509,b1e4 d5d4 e4f4 c8d7 c1b2 d7c8 g1h3 c6b5 h3f2
1510,h6g7 d2d4 b4a3 e5g6 h8h7 g6h8
1511,f3g5 b6c5 d2b3 e7g5 f1e2 d5d4 e1f2 h8g8 c3d4
1512,f4c1 a3a2 e4e3 e1f3 c1b2 f3g5 e2f1n
1513,d1e1 a6b4 a2a3 e8e7 b6a8 b4d3 f2f3 d3e1 h3f4
1514,b3b4 f7f5 g1h3 d5d4 b1c3 c6c5 a2a4
1515,b7b5 h3h2 g7f8 f1c4 a8a4 e1f2 b8a6 f2e2
1516,e2e3 h6g4 e3f3 f7f8
1517,b6a5 d2f3 a6e2 c2c4 b8d8 g4h5 d8g8 g1e1
1518,e8d7 g3e2 h7h6 f4f5 b6a8 e2c3 h8g8 d6e7
1519,b8c8 f3g5 c6e7 f4e3 b7e4 g5f3 c8d8 e3c1 g8h6
1520,b3a4 c1a3 d7d6 g5g6
1521,d2d4 d6b7 f1d3 c5d4 c1d2 e8d8 b2b4
1522,h2g4 f3d5 f8d6 a3b2 c5b4 c1d1
1523,c8e6 f6g7 e8b8 d3d2 c3a4 b4b3 e6e7 g7h6
1524,f4c7 a2a4 f8g7 b2b3 f6e4 d2d3
1525,b4c3 a4e4 c3b2 c6a8
1526,d3e4 b5c4 d4f5 a5a6 d5f4 h2g1 e4g2
1527,d6d5 a4a3 d4h8 h4h2 h8d4 e1e2 f7d8 h2h1
1528,c8e6 a4c4 d5d3 e3h3 e6d5 c4a4
1529,c4d3 b6a8 d3g6 f1b5 c7c6 d2d1 g6f5 d1b1
1530,g2h1 e7c5 f1g2 c5c2 f4g5 e5h2 g2f1 d8d5
1531,e3f2 h5h4 e2e4 g6h5 f4h4 h5g5 h3g4
1532,b5b6 b1d1 f3g1 e6g6 a6e2 d1f1 f2g3
1533,e2d1 e7f8 e4e5 b4b2 d7b6 g8h8 b6a4 b2c2 d1e1
1534,b1d2 e3e2 e6c7 a3a2 b2c3 f7h5 h3e6 a5a4
1535,b5b6 c5e5 f6f8 f5g4 f8f5
1536,b8b5 c5c4 h3h2 d8f6 h2h1 c4d3 b2b3 f7b7
1537,f3g3 a3d6 g3h2 d6a3 a1e1 a3c5 c8a6
1538,c8e7 c1d1 g2g1b d1a1 f8f7
1539,c6b5 b2d4 h3f1 f3g1 e8e7
1540,h3f4 e7f6 g4g5 f6g5 e1d1 d7e6 a1a4
1541,d2d4 e7e5 d4c4 f6e7 c4e2
1542,g5g6 e4e3 g3f1 c4b4
1543,d6c8 c4b2 g7d4 e6d7 d5a2 b2d3 h5h2 f2d4 c8d6
1544,b8a6 d4d2 g7h7 d2c2 c7b8 c3b4 d7c7
1545,d4e5 b6a5 a1a2 a5c7 a2a4 e7g7
1546,f7a2 h1c6 a2g8 c5d4 d1e2 d4a1
1547,d5c6 h1d1 c1d1 g5f3
1548,d7d8 e3g3 b3a3 e6g4 c1b2
1549,b6b8 e3f4 g5f4 h1h2 h8g7 d1d2 h4g3
1550,c3e2 b8d7 e2g1 a4a1 b1a1 b4c3
